16:54:49.550431 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 3424916485:3424916526, ack 1515649543, win 229, options [nop,nop,TS val 676419 ecr 803126], length 41
16:55:08.598169 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 6390:6434, ack 3589, win 270, options [nop,nop,TS val 807886 ecr 681181], length 44
16:55:08.763362 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 3589:3625, ack 6434, win 320, options [nop,nop,TS val 681222 ecr 807886], length 36
16:55:08.764970 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 6434:6478, ack 3625, win 270, options [nop,nop,TS val 807927 ecr 681222], length 44
16:55:09.810258 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 3625:3661, ack 6478, win 320, options [nop,nop,TS val 681484 ecr 807927], length 36
16:55:09.811861 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 6478:6514, ack 3661, win 270, options [nop,nop,TS val 808189 ecr 681484], length 36
16:55:09.884059 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 3661:3697, ack 6514, win 320, options [nop,nop,TS val 681503 ecr 808189], length 36
16:55:09.885734 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 6514:6550, ack 3697, win 270, options [nop,nop,TS val 808207 ecr 681503], length 36
16:55:10.005671 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 3697:3733, ack 6550, win 320, options [nop,nop,TS val 681533 ecr 808207], length 36
16:55:10.007062 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 6550:6586, ack 3733, win 270, options [nop,nop,TS val 808238 ecr 681533], length 36
16:55:10.157558 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 3733:3769, ack 6586, win 320, options [nop,nop,TS val 681571 ecr 808238], length 36
16:55:10.159131 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 6586:6622, ack 3769, win 270, options [nop,nop,TS val 808276 ecr 681571], length 36
16:55:10.244374 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 3769:3805, ack 6622, win 320, options [nop,nop,TS val 681593 ecr 808276], length 36
16:55:10.246102 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 6622:6658, ack 3805, win 270, options [nop,nop,TS val 808298 ecr 681593], length 36
16:55:10.340559 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 3805:3841, ack 6658, win 320, options [nop,nop,TS val 681617 ecr 808298], length 36
16:55:10.342104 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 6658:6694, ack 3841, win 270, options [nop,nop,TS val 808322 ecr 681617], length 36
16:55:10.524660 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 3841:3877, ack 6694, win 320, options [nop,nop,TS val 681663 ecr 808322], length 36
16:55:10.529108 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 6694:6770, ack 3877, win 270, options [nop,nop,TS val 808368 ecr 681663], length 76
16:55:10.529221 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 6770:6830, ack 3877, win 270, options [nop,nop,TS val 808368 ecr 681663], length 60
16:55:10.722458 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 3877:3913, ack 6830, win 320, options [nop,nop,TS val 681712 ecr 808368], length 36
16:55:10.724159 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 6830:6866, ack 3913, win 270, options [nop,nop,TS val 808417 ecr 681712], length 36
16:55:10.844392 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 3913:3949, ack 6866, win 320, options [nop,nop,TS val 681743 ecr 808417], length 36
16:55:10.846159 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 6866:6902, ack 3949, win 270, options [nop,nop,TS val 808447 ecr 681743], length 36
16:55:10.916651 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 3949:3985, ack 6902, win 320, options [nop,nop,TS val 681761 ecr 808447], length 36
16:55:10.918360 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 6902:6938, ack 3985, win 270, options [nop,nop,TS val 808465 ecr 681761], length 36
16:55:10.924531 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 6938:7102, ack 3985, win 270, options [nop,nop,TS val 808467 ecr 681761], length 164
16:55:10.924612 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 7102:7138, ack 3985, win 270, options [nop,nop,TS val 808467 ecr 681761], length 36
16:55:10.924622 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 7138:7262, ack 3985, win 270, options [nop,nop,TS val 808467 ecr 681761], length 124
16:55:10.924835 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 7262:7298, ack 3985, win 270, options [nop,nop,TS val 808467 ecr 681761], length 36
16:55:10.924847 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 7298:7422, ack 3985, win 270, options [nop,nop,TS val 808467 ecr 681761], length 124
16:55:10.925016 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 7422:7458, ack 3985, win 270, options [nop,nop,TS val 808467 ecr 681761], length 36
16:55:10.925266 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 7458:7582, ack 3985, win 270, options [nop,nop,TS val 808467 ecr 681761], length 124
16:55:10.925466 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 7582:7618, ack 3985, win 270, options [nop,nop,TS val 808467 ecr 681763], length 36
16:55:10.932335 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 7618:7678, ack 3985, win 270, options [nop,nop,TS val 808469 ecr 681763], length 60
16:55:12.162069 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 3985:4021, ack 7678, win 335, options [nop,nop,TS val 682072 ecr 808469], length 36
16:55:12.163683 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 7678:7714, ack 4021, win 270, options [nop,nop,TS val 808777 ecr 682072], length 36
16:55:12.323145 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 4021:4057, ack 7714, win 335, options [nop,nop,TS val 682112 ecr 808777], length 36
16:55:12.324778 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 7714:7750, ack 4057, win 270, options [nop,nop,TS val 808817 ecr 682112], length 36
16:55:12.429557 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 4057:4093, ack 7750, win 335, options [nop,nop,TS val 682139 ecr 808817], length 36
16:55:12.431194 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 7750:7786, ack 4093, win 270, options [nop,nop,TS val 808844 ecr 682139], length 36
16:55:12.501195 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 4093:4129, ack 7786, win 335, options [nop,nop,TS val 682157 ecr 808844], length 36
16:55:12.502229 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 7786:7822, ack 4129, win 270, options [nop,nop,TS val 808861 ecr 682157], length 36
16:55:12.589357 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 4129:4165, ack 7822, win 335, options [nop,nop,TS val 682179 ecr 808861], length 36
16:55:12.591030 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 7822:7858, ack 4165, win 270, options [nop,nop,TS val 808883 ecr 682179], length 36
16:55:12.702249 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 4165:4201, ack 7858, win 335, options [nop,nop,TS val 682207 ecr 808883], length 36
16:55:12.703341 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 7858:7894, ack 4201, win 270, options [nop,nop,TS val 808912 ecr 682207], length 36
16:55:12.773803 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 4201:4237, ack 7894, win 335, options [nop,nop,TS val 682225 ecr 808912], length 36
16:55:12.775456 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 7894:7930, ack 4237, win 270, options [nop,nop,TS val 808930 ecr 682225], length 36
16:55:12.933846 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 4237:4273, ack 7930, win 335, options [nop,nop,TS val 682265 ecr 808930], length 36
16:55:12.935457 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 7930:7966, ack 4273, win 270, options [nop,nop,TS val 808970 ecr 682265], length 36
16:55:12.940740 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 7966:8034, ack 4273, win 270, options [nop,nop,TS val 808971 ecr 682265], length 68
16:55:12.940823 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 8034:8070, ack 4273, win 270, options [nop,nop,TS val 808971 ecr 682265], length 36
16:55:12.940833 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 8070:8170, ack 4273, win 270, options [nop,nop,TS val 808971 ecr 682265], length 100
16:55:12.940839 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 8170:8206, ack 4273, win 270, options [nop,nop,TS val 808971 ecr 682265], length 36
16:55:12.940844 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 8206:8306, ack 4273, win 270, options [nop,nop,TS val 808971 ecr 682265], length 100
16:55:12.940849 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 8306:8342, ack 4273, win 270, options [nop,nop,TS val 808971 ecr 682265], length 36
16:55:12.940854 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 8342:8442, ack 4273, win 270, options [nop,nop,TS val 808971 ecr 682265], length 100
16:55:12.940859 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 8442:8478, ack 4273, win 270, options [nop,nop,TS val 808971 ecr 682265], length 36
16:55:12.940864 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 8478:8578, ack 4273, win 270, options [nop,nop,TS val 808971 ecr 682265], length 100
16:55:12.940869 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 8578:8614, ack 4273, win 270, options [nop,nop,TS val 808971 ecr 682265], length 36
16:55:12.941458 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 8614:9926, ack 4273, win 270, options [nop,nop,TS val 808971 ecr 682267], length 1312
16:55:12.943295 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 9926:9986, ack 4273, win 270, options [nop,nop,TS val 808972 ecr 682267], length 60
16:55:18.495906 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 4273:4309, ack 9986, win 358, options [nop,nop,TS val 683656 ecr 808972], length 36
16:55:18.497738 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 9986:10022, ack 4309, win 270, options [nop,nop,TS val 810359 ecr 683656], length 36
16:55:18.560534 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 4309:4345, ack 10022, win 358, options [nop,nop,TS val 683672 ecr 810359], length 36
16:55:18.562068 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 10022:10058, ack 4345, win 270, options [nop,nop,TS val 810375 ecr 683672], length 36
16:55:18.718811 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 4345:4381, ack 10058, win 358, options [nop,nop,TS val 683711 ecr 810375], length 36
16:55:18.720748 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 10058:10094, ack 4381, win 270, options [nop,nop,TS val 810415 ecr 683711], length 36
16:55:19.102863 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 4381:4417, ack 10094, win 358, options [nop,nop,TS val 683807 ecr 810415], length 36
16:55:19.112444 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 10094:10130, ack 4417, win 270, options [nop,nop,TS val 810511 ecr 683807], length 36
16:55:19.351151 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 4417:4453, ack 10130, win 358, options [nop,nop,TS val 683869 ecr 810511], length 36
16:55:19.353067 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 10130:10166, ack 4453, win 270, options [nop,nop,TS val 810573 ecr 683869], length 36
16:55:19.457044 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 4453:4489, ack 10166, win 358, options [nop,nop,TS val 683896 ecr 810573], length 36
16:55:19.458826 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 10166:10202, ack 4489, win 270, options [nop,nop,TS val 810600 ecr 683896], length 36
16:55:19.701394 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 4489:4525, ack 10202, win 358, options [nop,nop,TS val 683957 ecr 810600], length 36
16:55:19.702933 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 10202:10238, ack 4525, win 270, options [nop,nop,TS val 810661 ecr 683957], length 36
16:55:19.761222 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 4525:4561, ack 10238, win 358, options [nop,nop,TS val 683972 ecr 810661], length 36
16:55:19.763107 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 10238:10274, ack 4561, win 270, options [nop,nop,TS val 810676 ecr 683972], length 36
16:55:19.857107 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 4561:4597, ack 10274, win 358, options [nop,nop,TS val 683996 ecr 810676], length 36
16:55:19.858990 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 10274:10310, ack 4597, win 270, options [nop,nop,TS val 810699 ecr 683996], length 36
16:55:19.928932 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 4597:4633, ack 10310, win 358, options [nop,nop,TS val 684014 ecr 810699], length 36
16:55:19.930507 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 10310:10346, ack 4633, win 270, options [nop,nop,TS val 810717 ecr 684014], length 36
16:55:19.993174 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 4633:4669, ack 10346, win 358, options [nop,nop,TS val 684030 ecr 810717], length 36
16:55:19.995028 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 10346:10382, ack 4669, win 270, options [nop,nop,TS val 810733 ecr 684030], length 36
16:55:20.145235 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 4669:4705, ack 10382, win 358, options [nop,nop,TS val 684068 ecr 810733], length 36
16:55:20.151647 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 10382:10418, ack 4705, win 270, options [nop,nop,TS val 810773 ecr 684068], length 36
16:55:20.153978 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 10418:10486, ack 4705, win 270, options [nop,nop,TS val 810773 ecr 684070], length 68
16:55:20.961770 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 4705:4741, ack 10486, win 358, options [nop,nop,TS val 684272 ecr 810773], length 36
16:55:20.963438 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 10486:10522, ack 4741, win 270, options [nop,nop,TS val 810976 ecr 684272], length 36
16:55:21.129742 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 4741:4777, ack 10522, win 358, options [nop,nop,TS val 684314 ecr 810976], length 36
16:55:21.131446 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 10522:10558, ack 4777, win 270, options [nop,nop,TS val 811017 ecr 684314], length 36
16:55:21.241934 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 4777:4813, ack 10558, win 358, options [nop,nop,TS val 684342 ecr 811017], length 36
16:55:21.243673 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 10558:10594, ack 4813, win 270, options [nop,nop,TS val 811046 ecr 684342], length 36
16:55:21.248711 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 10594:10694, ack 4813, win 270, options [nop,nop,TS val 811047 ecr 684343], length 100
16:55:21.248786 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 10694:10730, ack 4813, win 270, options [nop,nop,TS val 811047 ecr 684343], length 36
16:55:21.250746 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 10730:10798, ack 4813, win 270, options [nop,nop,TS val 811047 ecr 684344], length 68
16:55:21.646081 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 4813:4849, ack 10798, win 358, options [nop,nop,TS val 684443 ecr 811047], length 36
16:55:21.647494 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 10798:10834, ack 4849, win 270, options [nop,nop,TS val 811146 ecr 684443], length 36
16:55:21.689721 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 4849:4885, ack 10834, win 358, options [nop,nop,TS val 684454 ecr 811146], length 36
